"id","status_group"
22698,"functional needs repair"
8701,"functional needs repair"
42087,"functional needs repair"
52958,"functional needs repair"
33952,"functional needs repair"
15459,"functional needs repair"
34985,"functional needs repair"
6754,"functional"
61225,"functional needs repair"
74143,"functional"
22223,"functional needs repair"
17078,"functional needs repair"
55822,"functional needs repair"
70421,"functional needs repair"
62747,"functional needs repair"
70057,"functional needs repair"
11752,"functional needs repair"
44165,"non functional"
73534,"functional needs repair"
11963,"functional needs repair"
52152,"functional needs repair"
26850,"non functional"
67913,"non functional"
13600,"functional"
5956,"functional needs repair"
34401,"functional needs repair"
53900,"functional needs repair"
27036,"functional needs repair"
47864,"non functional"
14057,"functional needs repair"
24223,"functional"
53430,"functional needs repair"
4891,"functional needs repair"
31899,"non functional"
33808,"functional needs repair"
39013,"functional needs repair"
2190,"functional needs repair"
68867,"functional needs repair"
70725,"functional needs repair"
66858,"functional needs repair"
55226,"non functional"
21029,"functional needs repair"
55510,"functional needs repair"
44942,"functional needs repair"
33340,"functional needs repair"
47603,"non functional"
14297,"functional needs repair"
38397,"functional needs repair"
34285,"functional needs repair"
58070,"functional needs repair"
63460,"functional needs repair"
10259,"functional needs repair"
28421,"non functional"
14274,"functional needs repair"
13695,"functional needs repair"
2262,"functional needs repair"
55545,"functional needs repair"
70373,"non functional"
54022,"functional needs repair"
73875,"functional needs repair"
44027,"functional needs repair"
49745,"non functional"
66829,"functional needs repair"
49358,"non functional"
71605,"functional needs repair"
59222,"functional needs repair"
5984,"functional needs repair"
64316,"functional"
47702,"non functional"
45022,"functional needs repair"
43244,"functional needs repair"
47670,"functional needs repair"
24798,"non functional"
15175,"functional needs repair"
68072,"functional needs repair"
32703,"functional needs repair"
60905,"functional needs repair"
28690,"functional needs repair"
69232,"functional needs repair"
32533,"functional needs repair"
11375,"non functional"
47663,"functional needs repair"
30430,"non functional"
28550,"functional needs repair"
36663,"functional needs repair"
40387,"non functional"
51578,"functional"
3534,"functional"
47508,"functional needs repair"
63630,"non functional"
26671,"functional needs repair"
34243,"functional needs repair"
2181,"functional needs repair"
11259,"non functional"
36185,"functional needs repair"
36500,"functional needs repair"
27563,"non functional"
2867,"non functional"
9370,"functional needs repair"
66898,"functional needs repair"
894,"functional needs repair"
43172,"functional needs repair"
61008,"functional needs repair"
1871,"non functional"
24562,"functional"
74138,"functional needs repair"
43953,"functional needs repair"
14738,"functional needs repair"
72983,"functional needs repair"
61959,"functional"
38608,"functional needs repair"
16485,"functional needs repair"
73988,"functional needs repair"
39284,"non functional"
29207,"functional needs repair"
47081,"functional needs repair"
49101,"non functional"
34517,"non functional"
31059,"functional needs repair"
57432,"functional needs repair"
6346,"functional needs repair"
72650,"functional needs repair"
5677,"functional needs repair"
39376,"functional needs repair"
24347,"functional needs repair"
26503,"functional needs repair"
48360,"functional needs repair"
61135,"non functional"
7382,"non functional"
9684,"non functional"
28706,"non functional"
30674,"functional needs repair"
68709,"functional"
68555,"functional needs repair"
2891,"non functional"
8325,"functional needs repair"
35792,"functional needs repair"
21525,"functional needs repair"
54970,"functional needs repair"
62634,"functional needs repair"
20452,"functional needs repair"
69576,"functional needs repair"
2868,"functional needs repair"
26716,"functional needs repair"
13707,"functional needs repair"
48742,"functional needs repair"
10004,"non functional"
43570,"functional needs repair"
64844,"functional needs repair"
30482,"functional"
54847,"functional needs repair"
22657,"functional needs repair"
8249,"functional needs repair"
9243,"functional needs repair"
35067,"functional needs repair"
1857,"functional needs repair"
35742,"functional needs repair"
5800,"functional needs repair"
60514,"functional needs repair"
40830,"functional needs repair"
27127,"functional needs repair"
71753,"functional needs repair"
51047,"non functional"
53739,"non functional"
23929,"functional needs repair"
53104,"non functional"
58724,"non functional"
65168,"functional needs repair"
35803,"non functional"
42604,"functional"
41814,"functional needs repair"
29197,"non functional"
62221,"functional needs repair"
45377,"functional needs repair"
26715,"non functional"
61468,"functional needs repair"
25038,"functional needs repair"
58810,"functional needs repair"
10713,"functional needs repair"
22734,"functional needs repair"
16087,"functional needs repair"
18149,"functional needs repair"
36657,"non functional"
4068,"functional needs repair"
63610,"functional needs repair"
39301,"functional needs repair"
59813,"functional needs repair"
36574,"functional needs repair"
4406,"functional needs repair"
65365,"functional"
44055,"functional needs repair"
70621,"functional needs repair"
2247,"functional needs repair"
6935,"functional"
4418,"functional needs repair"
60547,"functional"
135,"functional needs repair"
24055,"functional needs repair"
1312,"functional needs repair"
10331,"non functional"
26177,"functional needs repair"
33162,"functional needs repair"
7062,"functional needs repair"
22851,"functional needs repair"
28423,"functional"
41251,"non functional"
20422,"functional needs repair"
34257,"functional needs repair"
16064,"functional needs repair"
40453,"non functional"
54622,"functional needs repair"
16920,"functional needs repair"
33310,"functional needs repair"
22136,"functional"
63341,"functional needs repair"
19356,"functional needs repair"
71628,"functional"
64094,"functional needs repair"
11925,"non functional"
59084,"functional needs repair"
37215,"functional needs repair"
35362,"non functional"
65020,"non functional"
3718,"functional"
44761,"functional needs repair"
1471,"functional needs repair"
23132,"non functional"
40859,"functional"
62566,"functional needs repair"
22401,"functional needs repair"
28889,"non functional"
35117,"functional needs repair"
61481,"non functional"
27111,"non functional"
19631,"functional needs repair"
1482,"functional needs repair"
7428,"non functional"
3388,"non functional"
39395,"non functional"
28660,"functional needs repair"
47388,"functional needs repair"
50865,"functional needs repair"
39358,"functional needs repair"
11569,"functional"
12754,"functional needs repair"
36511,"functional needs repair"
51901,"non functional"
43635,"functional needs repair"
49977,"functional needs repair"
26436,"functional needs repair"
39764,"functional needs repair"
59511,"functional needs repair"
67376,"non functional"
18372,"functional needs repair"
60995,"functional"
4370,"functional"
32477,"non functional"
61244,"functional needs repair"
14604,"functional needs repair"
16439,"functional needs repair"
57621,"functional needs repair"
14019,"functional needs repair"
24041,"functional needs repair"
1934,"non functional"
9465,"functional needs repair"
54058,"functional needs repair"
29854,"functional needs repair"
55860,"functional needs repair"
2174,"functional"
42337,"functional needs repair"
69450,"non functional"
35051,"functional needs repair"
71593,"functional needs repair"
8482,"functional needs repair"
20941,"functional needs repair"
64392,"functional"
51397,"functional needs repair"
41591,"non functional"
23332,"non functional"
32115,"functional needs repair"
41692,"non functional"
25771,"non functional"
32552,"functional needs repair"
3331,"non functional"
54540,"functional needs repair"
503,"functional needs repair"
71143,"functional needs repair"
7807,"non functional"
57653,"functional"
51315,"functional needs repair"
24220,"functional needs repair"
67953,"functional"
54094,"functional needs repair"
45292,"functional needs repair"
31549,"functional needs repair"
37511,"functional needs repair"
68378,"non functional"
15031,"non functional"
58739,"functional needs repair"
8089,"functional needs repair"
21828,"functional needs repair"
7638,"functional needs repair"
56568,"functional needs repair"
29502,"functional needs repair"
14198,"non functional"
63751,"functional needs repair"
5928,"functional needs repair"
42267,"functional needs repair"
69493,"functional needs repair"
64556,"functional"
22629,"functional"
49173,"functional needs repair"
2358,"non functional"
32709,"functional needs repair"
28752,"non functional"
7917,"functional"
29189,"functional needs repair"
2159,"non functional"
43104,"functional needs repair"
43457,"functional needs repair"
36883,"functional needs repair"
24201,"functional needs repair"
40839,"functional needs repair"
27603,"functional"
58623,"functional needs repair"
3144,"functional needs repair"
42970,"non functional"
30336,"functional needs repair"
56071,"functional needs repair"
53451,"non functional"
35703,"non functional"
39991,"non functional"
30947,"functional needs repair"
22468,"functional"
62861,"non functional"
53501,"functional needs repair"
56510,"functional needs repair"
4508,"functional needs repair"
57787,"functional needs repair"
49951,"non functional"
3872,"functional needs repair"
56684,"functional needs repair"
67903,"functional needs repair"
56467,"functional needs repair"
38739,"functional needs repair"
18343,"functional needs repair"
13767,"functional"
62621,"functional needs repair"
73869,"functional needs repair"
70262,"functional needs repair"
71693,"functional needs repair"
20174,"functional needs repair"
15549,"functional"
62113,"functional needs repair"
29511,"non functional"
9501,"functional needs repair"
66604,"functional needs repair"
39581,"functional needs repair"
36831,"functional needs repair"
21060,"functional needs repair"
9519,"non functional"
64673,"functional needs repair"
32122,"non functional"
56799,"functional needs repair"
10080,"functional needs repair"
13909,"non functional"
22956,"functional needs repair"
43508,"non functional"
43680,"non functional"
9719,"functional needs repair"
45095,"functional needs repair"
62238,"functional needs repair"
10929,"non functional"
72578,"functional needs repair"
3060,"functional needs repair"
46841,"non functional"
12034,"functional needs repair"
16234,"functional needs repair"
9795,"functional"
3641,"non functional"
20787,"functional"
63937,"functional needs repair"
36040,"functional needs repair"
67076,"functional needs repair"
65787,"functional needs repair"
50760,"functional needs repair"
31362,"functional needs repair"
63329,"functional needs repair"
60993,"functional needs repair"
48268,"functional needs repair"
13857,"non functional"
62212,"functional needs repair"
10234,"functional needs repair"
49460,"functional needs repair"
67804,"non functional"
60775,"functional needs repair"
3648,"functional"
40853,"functional needs repair"
36292,"functional"
67873,"functional"
33543,"non functional"
64414,"functional needs repair"
64541,"functional needs repair"
70060,"non functional"
63551,"non functional"
30021,"non functional"
11373,"non functional"
2006,"functional needs repair"
62388,"functional needs repair"
47949,"non functional"
23075,"non functional"
54591,"functional needs repair"
4415,"non functional"
18438,"functional needs repair"
47227,"functional needs repair"
32803,"non functional"
61007,"functional needs repair"
65713,"functional needs repair"
4149,"functional needs repair"
12758,"functional needs repair"
13084,"functional needs repair"
35610,"functional needs repair"
54093,"non functional"
42439,"functional needs repair"
40534,"functional needs repair"
46477,"functional needs repair"
63169,"functional needs repair"
4545,"functional needs repair"
67788,"functional needs repair"
70091,"non functional"
53996,"functional needs repair"
17796,"non functional"
55847,"functional needs repair"
64785,"functional needs repair"
26140,"functional needs repair"
56381,"functional needs repair"
68966,"functional needs repair"
51300,"non functional"
51757,"functional"
65640,"functional needs repair"
21027,"functional needs repair"
53724,"functional needs repair"
26908,"functional needs repair"
25652,"functional needs repair"
71040,"functional needs repair"
53348,"non functional"
19782,"functional needs repair"
36271,"functional needs repair"
26541,"functional needs repair"
70464,"functional needs repair"
59058,"functional needs repair"
56509,"functional needs repair"
50996,"functional needs repair"
70413,"non functional"
19540,"functional needs repair"
17886,"functional needs repair"
2095,"non functional"
61538,"functional needs repair"
65494,"functional needs repair"
45491,"non functional"
37220,"functional needs repair"
54218,"non functional"
59686,"functional needs repair"
31393,"functional needs repair"
55054,"functional needs repair"
21958,"non functional"
66499,"functional needs repair"
69750,"functional"
40828,"functional needs repair"
10927,"functional needs repair"
52853,"functional needs repair"
20436,"functional needs repair"
2178,"functional needs repair"
70197,"functional needs repair"
42000,"functional needs repair"
58941,"functional"
61707,"functional needs repair"
28955,"non functional"
61906,"functional"
48164,"functional needs repair"
45217,"functional"
56244,"functional needs repair"
66945,"functional needs repair"
20655,"functional needs repair"
7924,"functional needs repair"
19171,"non functional"
65349,"non functional"
40561,"functional needs repair"
1023,"functional needs repair"
1508,"functional needs repair"
26647,"functional needs repair"
70445,"functional needs repair"
50199,"functional needs repair"
26964,"functional needs repair"
32219,"functional needs repair"
16046,"functional needs repair"
15737,"functional needs repair"
72539,"functional needs repair"
67393,"functional needs repair"
29013,"functional"
23734,"functional needs repair"
73315,"functional needs repair"
31537,"non functional"
6953,"functional"
41659,"functional needs repair"
4867,"functional needs repair"
21370,"functional needs repair"
65133,"functional needs repair"
9373,"functional needs repair"
17907,"functional needs repair"
71828,"non functional"
72894,"functional needs repair"
41582,"functional needs repair"
46838,"functional needs repair"
70576,"non functional"
23323,"functional needs repair"
3973,"functional"
65816,"functional needs repair"
43626,"functional needs repair"
66966,"functional needs repair"
24844,"non functional"
73066,"functional needs repair"
67978,"functional needs repair"
13443,"functional needs repair"
32444,"functional needs repair"
8155,"functional"
18982,"functional needs repair"
24533,"functional needs repair"
27856,"functional"
56866,"functional needs repair"
58445,"functional needs repair"
41621,"functional needs repair"
63893,"functional needs repair"
11225,"functional needs repair"
20613,"functional needs repair"
39516,"non functional"
8756,"non functional"
10638,"functional needs repair"
50885,"functional needs repair"
30237,"functional needs repair"
41182,"functional needs repair"
10502,"functional needs repair"
50223,"non functional"
10319,"functional needs repair"
21019,"non functional"
34756,"functional needs repair"
57777,"functional needs repair"
56844,"functional needs repair"
64906,"functional needs repair"
32519,"functional needs repair"
63082,"functional needs repair"
15477,"functional needs repair"
13846,"functional needs repair"
51835,"functional needs repair"
3452,"functional needs repair"
27034,"functional needs repair"
8371,"non functional"
34995,"functional needs repair"
67500,"functional needs repair"
18893,"functional needs repair"
8503,"functional needs repair"
62636,"non functional"
46592,"functional"
30362,"functional needs repair"
29200,"functional needs repair"
48207,"functional"
5169,"functional needs repair"
10865,"functional needs repair"
48994,"non functional"
27483,"functional needs repair"
4802,"non functional"
6024,"functional needs repair"
52999,"functional"
12513,"functional needs repair"
50674,"functional needs repair"
49108,"functional needs repair"
72224,"functional needs repair"
13828,"non functional"
61051,"non functional"
43717,"functional needs repair"
66773,"non functional"
52059,"functional needs repair"
14014,"functional needs repair"
33098,"functional needs repair"
18004,"non functional"
49510,"functional needs repair"
33775,"non functional"
59126,"functional needs repair"
60508,"functional"
69680,"functional needs repair"
32334,"functional needs repair"
49944,"functional needs repair"
37219,"functional needs repair"
34876,"non functional"
6160,"functional"
14998,"functional"
51635,"functional needs repair"
25806,"functional needs repair"
28063,"non functional"
24315,"functional needs repair"
19994,"functional needs repair"
14533,"functional needs repair"
22102,"functional needs repair"
55097,"non functional"
52399,"functional needs repair"
21410,"functional needs repair"
50788,"functional"
30143,"functional needs repair"
31438,"functional needs repair"
50605,"functional needs repair"
38138,"functional needs repair"
37714,"non functional"
12458,"non functional"
63847,"non functional"
38941,"functional needs repair"
58006,"functional needs repair"
3701,"non functional"
63176,"functional needs repair"
32907,"functional needs repair"
63884,"functional needs repair"
22345,"non functional"
58020,"functional needs repair"
6689,"non functional"
26308,"non functional"
14398,"functional needs repair"
14818,"functional needs repair"
6353,"functional needs repair"
43839,"functional needs repair"
2840,"functional needs repair"
59264,"functional needs repair"
8560,"functional needs repair"
21778,"non functional"
1718,"non functional"
67618,"non functional"
66982,"non functional"
48558,"functional needs repair"
44952,"functional needs repair"
68081,"functional needs repair"
7118,"functional needs repair"
53226,"non functional"
72612,"non functional"
15657,"functional needs repair"
15032,"non functional"
71183,"non functional"
47231,"functional needs repair"
59893,"non functional"
18294,"non functional"
2375,"non functional"
24452,"functional needs repair"
60068,"functional needs repair"
22177,"functional needs repair"
15599,"functional needs repair"
58770,"functional needs repair"
33128,"functional needs repair"
6079,"functional needs repair"
13266,"functional needs repair"
35442,"functional needs repair"
61825,"functional needs repair"
41385,"functional"
4520,"functional needs repair"
69554,"functional needs repair"
26582,"functional needs repair"
45162,"functional needs repair"
51277,"functional needs repair"
19496,"functional needs repair"
70560,"functional needs repair"
22059,"functional needs repair"
20955,"functional needs repair"
20485,"non functional"
66852,"functional"
6978,"functional needs repair"
48612,"non functional"
71666,"functional needs repair"
24170,"non functional"
17850,"functional needs repair"
43902,"functional needs repair"
56723,"non functional"
64536,"functional needs repair"
1233,"functional needs repair"
42143,"functional needs repair"
40374,"functional needs repair"
32954,"functional needs repair"
68984,"functional needs repair"
11978,"functional needs repair"
65189,"functional needs repair"
16038,"non functional"
28449,"non functional"
56904,"functional"
64601,"functional needs repair"
72436,"functional needs repair"
6144,"functional needs repair"
70599,"non functional"
70655,"non functional"
43023,"functional needs repair"
65545,"non functional"
31000,"functional needs repair"
26482,"functional needs repair"
25686,"functional needs repair"
15651,"functional needs repair"
19192,"functional needs repair"
73785,"functional needs repair"
2125,"functional needs repair"
65140,"non functional"
29595,"non functional"
5306,"functional needs repair"
45147,"functional needs repair"
39443,"functional"
47769,"functional needs repair"
29520,"non functional"
69998,"functional needs repair"
34484,"functional needs repair"
71981,"non functional"
51469,"functional needs repair"
17422,"functional needs repair"
23257,"functional needs repair"
15856,"functional needs repair"
228,"functional needs repair"
35713,"functional needs repair"
54385,"non functional"
65399,"functional needs repair"
5863,"functional needs repair"
49266,"functional needs repair"
24312,"functional needs repair"
68374,"functional"
55651,"functional needs repair"
52250,"functional needs repair"
74244,"functional needs repair"
61104,"functional needs repair"
19955,"functional needs repair"
43510,"non functional"
41099,"functional"
51305,"non functional"
71832,"functional needs repair"
24812,"non functional"
57060,"functional needs repair"
3193,"functional"
20040,"functional needs repair"
682,"non functional"
47417,"functional"
9536,"functional needs repair"
56423,"functional needs repair"
4770,"functional"
10926,"non functional"
70775,"functional"
3344,"functional needs repair"
7940,"functional needs repair"
41872,"functional needs repair"
14226,"non functional"
1084,"functional needs repair"
29695,"functional needs repair"
53357,"functional needs repair"
38502,"functional needs repair"
45263,"functional needs repair"
11664,"functional needs repair"
45951,"functional needs repair"
31956,"functional needs repair"
72722,"functional needs repair"
1457,"non functional"
58604,"functional"
10150,"functional needs repair"
13140,"non functional"
4158,"non functional"
33365,"functional needs repair"
2512,"functional needs repair"
3792,"functional needs repair"
41158,"functional needs repair"
49470,"functional needs repair"
45060,"functional"
61264,"functional needs repair"
42048,"functional needs repair"
52317,"functional needs repair"
26066,"non functional"
5082,"functional needs repair"
39794,"functional needs repair"
282,"functional needs repair"
13617,"functional needs repair"
70883,"functional"
46582,"functional needs repair"
18763,"non functional"
13744,"functional needs repair"
71273,"functional"
2447,"functional needs repair"
74063,"functional needs repair"
33761,"functional needs repair"
73129,"functional needs repair"
38438,"functional needs repair"
66706,"non functional"
71117,"functional"
7078,"non functional"
519,"non functional"
55708,"functional needs repair"
38509,"functional needs repair"
57945,"functional needs repair"
27176,"functional needs repair"
68377,"functional needs repair"
849,"functional needs repair"
47114,"non functional"
41438,"functional"
21111,"functional"
37406,"non functional"
10498,"functional needs repair"
34231,"non functional"
56341,"non functional"
18051,"functional needs repair"
35331,"non functional"
58056,"functional needs repair"
61167,"functional"
4920,"non functional"
40357,"functional needs repair"
43318,"non functional"
21087,"non functional"
68111,"functional needs repair"
11661,"functional needs repair"
16322,"functional"
49232,"non functional"
54765,"functional"
71388,"non functional"
18604,"functional needs repair"
44350,"functional needs repair"
62598,"non functional"
43591,"functional needs repair"
51885,"functional needs repair"
13290,"functional needs repair"
12485,"non functional"
1968,"functional needs repair"
62032,"functional needs repair"
13395,"functional needs repair"
27384,"functional needs repair"
50484,"non functional"
23050,"non functional"
31156,"functional needs repair"
32559,"functional needs repair"
70435,"functional needs repair"
22655,"functional needs repair"
44573,"non functional"
9332,"functional"
46413,"functional needs repair"
6930,"functional needs repair"
7830,"functional needs repair"
30613,"functional needs repair"
2715,"functional needs repair"
1873,"functional"
69719,"functional needs repair"
31230,"non functional"
57424,"functional needs repair"
20682,"functional needs repair"
23566,"functional needs repair"
38271,"functional needs repair"
47572,"functional needs repair"
71841,"functional needs repair"
73967,"functional needs repair"
60861,"functional needs repair"
20526,"functional needs repair"
38337,"functional needs repair"
20014,"functional needs repair"
57709,"functional"
19588,"functional needs repair"
27587,"functional needs repair"
9984,"functional needs repair"
70608,"functional needs repair"
64499,"functional needs repair"
38582,"functional needs repair"
359,"non functional"
11158,"functional needs repair"
37242,"functional needs repair"
71892,"functional needs repair"
18826,"functional needs repair"
42859,"functional needs repair"
52768,"functional needs repair"
34690,"functional needs repair"
28004,"functional"
45813,"functional needs repair"
56875,"functional"
14917,"functional needs repair"
30105,"functional needs repair"
12955,"functional needs repair"
44032,"functional needs repair"
53634,"functional needs repair"
13922,"functional needs repair"
67888,"functional needs repair"
24970,"functional needs repair"
47673,"functional needs repair"
12015,"functional needs repair"
20259,"functional needs repair"
24333,"functional needs repair"
48864,"functional needs repair"
3186,"functional needs repair"
40617,"functional needs repair"
39727,"non functional"
26524,"non functional"
49963,"functional needs repair"
33392,"functional needs repair"
65604,"functional needs repair"
25439,"functional needs repair"
32689,"non functional"
39346,"functional needs repair"
44111,"non functional"
48509,"non functional"
58191,"non functional"
38311,"functional needs repair"
32588,"functional needs repair"
51097,"non functional"
21616,"non functional"
1546,"functional"
50592,"non functional"
15153,"functional needs repair"
60451,"functional needs repair"
39092,"functional needs repair"
44066,"functional needs repair"
44259,"functional needs repair"
1984,"functional needs repair"
61682,"non functional"
59320,"functional needs repair"
62678,"non functional"
2798,"functional needs repair"
54555,"functional needs repair"
46806,"functional needs repair"
67541,"functional needs repair"
65284,"functional needs repair"
31265,"non functional"
34288,"functional needs repair"
38812,"functional needs repair"
14868,"non functional"
64873,"functional needs repair"
22140,"non functional"
11260,"functional needs repair"
62930,"non functional"
36875,"functional needs repair"
66406,"non functional"
12160,"non functional"
60923,"functional needs repair"
41028,"non functional"
72710,"functional needs repair"
51571,"functional needs repair"
32839,"functional needs repair"
10978,"functional needs repair"
30879,"functional needs repair"
67002,"functional needs repair"
60951,"functional"
1889,"functional needs repair"
51701,"functional"
59284,"functional needs repair"
26460,"functional"
23917,"functional needs repair"
19445,"functional needs repair"
20634,"non functional"
48271,"functional needs repair"
39770,"non functional"
12535,"functional needs repair"
9948,"functional needs repair"
50686,"functional"
35931,"functional"
14955,"functional"
48997,"functional needs repair"
71077,"functional needs repair"
26013,"non functional"
12541,"functional needs repair"
10225,"functional needs repair"
48523,"functional"
44597,"functional needs repair"
18030,"functional needs repair"
67297,"functional needs repair"
18418,"functional needs repair"
8365,"functional needs repair"
31248,"functional needs repair"
49370,"non functional"
55014,"non functional"
10408,"non functional"
22728,"functional needs repair"
57343,"functional needs repair"
42461,"non functional"
73501,"non functional"
32679,"functional needs repair"
52750,"functional needs repair"
51655,"non functional"
43087,"non functional"
66847,"functional needs repair"
32537,"functional needs repair"
54168,"non functional"
45987,"functional needs repair"
17470,"functional needs repair"
46205,"functional needs repair"
37807,"non functional"
9963,"functional needs repair"
72385,"functional needs repair"
36930,"functional needs repair"
29101,"functional needs repair"
26414,"functional needs repair"
48369,"non functional"
13017,"functional needs repair"
49421,"functional needs repair"
21523,"functional needs repair"
67645,"non functional"
50154,"functional needs repair"
62378,"functional needs repair"
47337,"functional"
44517,"non functional"
52483,"functional needs repair"
60224,"non functional"
23021,"functional needs repair"
69858,"functional needs repair"
29599,"functional needs repair"
64096,"functional needs repair"
18671,"functional needs repair"
3281,"functional"
72728,"functional needs repair"
15987,"functional needs repair"
73993,"functional needs repair"
17644,"functional needs repair"
37494,"functional needs repair"
47009,"functional needs repair"
71115,"functional needs repair"
12145,"non functional"
28083,"functional needs repair"
37806,"functional needs repair"
51762,"functional needs repair"
1639,"functional needs repair"
17981,"functional needs repair"
18042,"functional needs repair"
25894,"functional needs repair"
18132,"functional needs repair"
9731,"non functional"
10333,"functional needs repair"
396,"functional needs repair"
25433,"functional needs repair"
11399,"functional needs repair"
31007,"non functional"
18822,"functional needs repair"
27827,"functional needs repair"
47700,"functional needs repair"
14193,"functional needs repair"
46699,"non functional"
49699,"functional needs repair"
72914,"functional needs repair"
24535,"functional needs repair"
49846,"functional needs repair"
27110,"functional needs repair"
29828,"functional needs repair"
73173,"functional needs repair"
59807,"functional"
30737,"non functional"
50319,"functional needs repair"
27267,"functional needs repair"
54308,"functional"
41628,"functional needs repair"
56360,"functional needs repair"
16622,"functional needs repair"
43432,"functional needs repair"
44404,"non functional"
50354,"functional needs repair"
68698,"non functional"
3977,"functional needs repair"
40031,"functional needs repair"
23191,"non functional"
59440,"functional needs repair"
53544,"functional"
57825,"functional needs repair"
35534,"functional needs repair"
30093,"functional needs repair"
59732,"non functional"
50472,"functional needs repair"
63806,"functional needs repair"
11743,"functional"
27778,"non functional"
4460,"non functional"
45776,"functional needs repair"
46743,"functional needs repair"
68878,"functional"
20967,"non functional"
59833,"functional needs repair"
53635,"functional needs repair"
45831,"functional needs repair"
59065,"functional needs repair"
8700,"functional needs repair"
6965,"functional needs repair"
56369,"non functional"
74106,"functional needs repair"
23763,"functional needs repair"
38235,"non functional"
51342,"functional needs repair"
29236,"functional needs repair"
8314,"non functional"
38335,"non functional"
42494,"functional needs repair"
25358,"non functional"
52693,"functional needs repair"
66427,"functional"
20769,"functional needs repair"
24754,"functional needs repair"
3797,"functional needs repair"
53859,"functional needs repair"
27206,"functional needs repair"
58407,"non functional"
13374,"functional needs repair"
11028,"functional needs repair"
38930,"non functional"
26982,"functional needs repair"
14778,"functional needs repair"
51587,"functional"
17015,"non functional"
25028,"functional needs repair"
35293,"functional needs repair"
8068,"functional needs repair"
73052,"functional needs repair"
51753,"functional"
15035,"functional needs repair"
60817,"functional needs repair"
55374,"functional needs repair"
10096,"functional needs repair"
12074,"non functional"
50198,"functional needs repair"
33773,"functional needs repair"
6287,"non functional"
16222,"functional needs repair"
13418,"functional needs repair"
243,"functional needs repair"
5673,"functional needs repair"
38441,"non functional"
57081,"functional needs repair"
14525,"functional"
13389,"functional"
65683,"non functional"
21136,"functional needs repair"
34199,"functional"
25206,"functional needs repair"
55334,"functional needs repair"
30168,"functional needs repair"
19998,"functional needs repair"
27760,"functional needs repair"
70205,"functional needs repair"
32421,"functional needs repair"
40287,"functional needs repair"
4537,"functional"
46300,"non functional"
49063,"functional needs repair"
73414,"functional"
54220,"functional needs repair"
2838,"functional needs repair"
46979,"functional needs repair"
34307,"non functional"
36899,"functional"
27797,"functional needs repair"
48131,"functional needs repair"
70738,"functional needs repair"
56821,"functional needs repair"
35203,"functional needs repair"
67513,"functional needs repair"
48623,"non functional"
48526,"functional needs repair"
71696,"functional needs repair"
507,"non functional"
7283,"non functional"
3421,"non functional"
15585,"non functional"
44581,"functional needs repair"
72733,"functional needs repair"
46120,"non functional"
29358,"functional needs repair"
5664,"functional needs repair"
2285,"functional needs repair"
5661,"non functional"
47657,"functional needs repair"
40777,"non functional"
23177,"functional needs repair"
62023,"functional needs repair"
46834,"functional needs repair"
54573,"non functional"
2311,"functional needs repair"
36977,"non functional"
62283,"functional needs repair"
62935,"functional needs repair"
28008,"functional"
60373,"functional needs repair"
34523,"functional needs repair"
46550,"functional needs repair"
12068,"non functional"
4365,"non functional"
49342,"functional needs repair"
6418,"functional needs repair"
33741,"functional needs repair"
53296,"functional needs repair"
74206,"functional"
17681,"functional needs repair"
58387,"functional needs repair"
33887,"functional"
35848,"functional needs repair"
13667,"functional needs repair"
38183,"non functional"
61501,"functional needs repair"
16185,"functional needs repair"
69225,"functional needs repair"
7730,"functional needs repair"
64895,"functional needs repair"
496,"functional"
42433,"functional needs repair"
32757,"functional needs repair"
16856,"functional needs repair"
3503,"functional needs repair"
73404,"functional needs repair"
25092,"non functional"
56114,"non functional"
67755,"functional needs repair"
59292,"functional needs repair"
27131,"functional needs repair"
36880,"functional needs repair"
29934,"functional needs repair"
61140,"functional needs repair"
6375,"functional needs repair"
57413,"functional needs repair"
52719,"functional needs repair"
45534,"functional needs repair"
57626,"non functional"
1523,"functional needs repair"
62801,"functional needs repair"
11025,"functional needs repair"
66579,"functional needs repair"
42099,"functional needs repair"
68278,"functional needs repair"
20349,"functional"
18762,"functional needs repair"
67374,"functional needs repair"
27139,"functional needs repair"
21420,"functional needs repair"
52382,"functional"
55389,"functional"
41881,"functional needs repair"
20879,"functional needs repair"
39134,"functional needs repair"
35813,"functional needs repair"
32770,"functional needs repair"
9903,"functional needs repair"
37475,"functional needs repair"
3618,"functional needs repair"
31199,"functional needs repair"
1018,"functional needs repair"
57876,"functional needs repair"
44128,"functional needs repair"
22587,"functional needs repair"
1143,"functional needs repair"
48065,"non functional"
13308,"non functional"
35288,"non functional"
60567,"functional needs repair"
46380,"functional needs repair"
36502,"non functional"
73978,"functional needs repair"
19960,"non functional"
22394,"functional needs repair"
49214,"functional needs repair"
23581,"functional needs repair"
58744,"functional needs repair"
18540,"functional"
37429,"functional needs repair"
11726,"functional needs repair"
24187,"functional needs repair"
25907,"functional needs repair"
68307,"non functional"
36577,"non functional"
5752,"functional needs repair"
17460,"functional needs repair"
24211,"non functional"
64039,"functional needs repair"
35159,"functional needs repair"
36922,"functional needs repair"
1228,"non functional"
14928,"functional needs repair"
31814,"functional needs repair"
38492,"functional needs repair"
8754,"functional needs repair"
68130,"non functional"
19092,"functional needs repair"
36898,"functional needs repair"
48574,"non functional"
54791,"functional needs repair"
